City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,lorengau,-2.0226,147.2712,84.33,81,97,5.53,PG,1714867966
365,gadzhiyevo,69.2551,33.3362,23.38,95,100,9.93,RU,1714867967
366,egilsstadir,65.2653,-14.3948,48.74,94,73,5.03,IS,1714867968
367,ciudad rio bravo,25.9833,-98.1,86.05,61,75,11.5,MX,1714867968
368,jakobstad,63.6749,22.7026,37.04,80,100,11.65,FI,1714867969
369,karratha,-20.7377,116.8463,75.11,24,0,10.54,AU,1714867970
370,hamilton,39.1834,-84.5333,75.15,87,0,0.0,US,1714867740
371,fada,9.5667,8.3,72.9,84,83,1.57,NG,1714867972
372,whitehorse,60.7161,-135.0538,55.31,30,100,24.0,CA,1714867973
373,beloyarskiy,63.7119,66.6722,23.0,95,100,11.99,RU,1714867974
374,aral,40.5156,81.2636,63.97,90,10,0.58,CN,1714867974
375,houghton,47.1219,-88.569,49.48,94,100,10.36,US,1714867975
376,kegeyli shahar,42.7767,59.6078,53.69,82,100,11.1,UZ,1714867976
377,puli,23.9664,120.9695,80.22,83,100,1.01,TW,1714867977
378,baruun-urt,46.6806,113.2792,49.42,37,5,10.76,MN,1714867978
379,bom jesus,-9.0744,-44.3586,76.98,44,11,3.74,BR,1714867978
380,itatiba,-23.0058,-46.8389,73.92,65,2,3.58,BR,1714867895
381,arkhangel'sk,64.5401,40.5433,30.13,93,100,6.71,RU,1714867980
382,kharabali,47.4196,47.2568,44.89,41,87,12.66,RU,1714867980
383,ust'-talovka,50.5493,81.85,56.55,63,89,4.85,KZ,1714867981
384,colonia,50.9333,6.95,53.96,92,75,3.44,DE,1714867714
385,la'ie,21.6477,-157.9253,80.56,71,92,22.59,US,1714867983
386,pohang,36.0322,129.365,63.34,85,100,4.94,KR,1714867761
387,santa rosa,14.3122,121.1114,90.1,69,46,12.19,PH,1714867984
388,eureka,40.8021,-124.1637,51.75,90,99,4.0,US,1714867985
389,chahal guatemala,15.75,-89.5667,84.52,47,1,6.44,GT,1714867986
390,chul'man,56.8479,124.9104,33.28,83,68,1.99,RU,1714867986
391,hobyo,5.3505,48.5268,84.4,76,100,13.89,SO,1714867987
392,east ballina,-28.8667,153.5833,64.8,81,17,6.8,AU,1714867988
393,alo,7.4178,6.7371,80.8,81,87,4.18,NG,1714867989
394,slave lake,55.2834,-114.769,54.57,36,53,7.36,CA,1714867989
395,ormara,25.2088,64.6357,80.58,83,0,15.12,PK,1714867990
396,coquimbo,-29.9533,-71.3436,59.22,64,98,4.72,CL,1714867991
397,mount gambier,-37.8333,140.7667,58.78,78,96,4.63,AU,1714867992
398,north las vegas,36.1989,-115.1175,85.17,18,0,21.85,US,1714867912
399,tarija,-21.5355,-64.7296,64.31,36,0,4.61,BO,1714867753
400,celestun,20.8667,-90.4,83.62,65,0,19.37,MX,1714867994
401,gillette,44.2911,-105.5022,61.72,27,0,15.01,US,1714867995
402,eraan,9.0629,117.7016,86.29,61,100,2.68,PH,1714867996
403,guatire,10.4762,-66.5427,75.25,96,100,0.29,VE,1714867996
404,"laikit, laikit ii (dimembe)",1.4792,124.9735,79.65,78,20,1.14,ID,1714867997
405,ola,59.5833,151.2833,38.14,88,92,3.27,RU,1714867998
406,oulu,65.0124,25.4682,33.91,63,0,4.61,FI,1714867999
407,mar del plata,-38.0023,-57.5575,59.09,89,0,3.0,AR,1714867930
408,bembereke,10.2283,2.6634,85.8,54,83,8.48,BJ,1714868000
409,alofi,-19.0595,-169.9187,85.89,79,75,6.91,NU,1714868001
410,alupka,44.4167,34.05,48.45,65,17,12.39,UA,1714868002
411,ust'-ordynskiy,52.805,104.7508,44.33,68,40,2.89,RU,1714868003
412,kyabe,9.4515,18.9449,85.96,17,21,0.94,TD,1714868004
413,chakradharpur,22.7,85.6333,79.34,13,20,2.53,IN,1714868004
414,santo antonio,-6.3106,-35.4789,75.27,93,95,7.11,BR,1714868005
415,phultala,22.7,89.5167,84.15,79,67,5.46,BD,1714868006
416,chonchi,-42.6128,-73.8092,39.11,97,100,2.93,CL,1714868007
417,axim,4.8699,-2.2405,82.13,85,17,7.43,GH,1714868008
418,beau vallon,-20.4189,57.6953,71.22,74,45,18.37,MU,1714868008
419,qarazhal,48.0078,70.7903,56.17,50,100,13.73,KZ,1714868009
420,napili-honokowai,20.9708,-156.6705,79.72,81,80,19.82,US,1714868010
421,jayapura,-2.5333,140.7,79.99,80,100,0.96,ID,1714868011
422,kununurra,-15.7667,128.7333,80.58,44,67,10.36,AU,1714868011
423,mercedes,-34.6515,-59.4307,61.65,96,3,7.87,AR,1714867929
424,cruzeiro do sul,-29.5128,-51.9853,72.09,95,100,2.84,BR,1714867785
425,ancud,-41.8697,-73.8203,43.48,87,90,13.44,CL,1714868014
426,yelizovo,53.1873,158.3805,39.34,75,75,4.47,RU,1714868014
427,gaspe,48.8334,-64.4819,37.72,73,100,3.18,CA,1714868015
428,mount pearl,47.5166,-52.7813,36.14,94,100,13.8,CA,1714867828
429,kapuskasing,49.4169,-82.4331,57.9,74,100,4.29,CA,1714868017
430,kashmar,35.2383,58.4656,62.13,46,0,2.66,IR,1714868018
431,akjoujt,19.6969,-14.4164,81.97,15,1,10.49,MR,1714868018
432,hagi,34.4,131.4167,67.86,68,82,29.17,JP,1714868019
433,hakui,36.8833,136.7833,78.69,54,52,2.75,JP,1714868020
434,ulaangom,49.9811,92.0667,55.24,32,45,1.54,MN,1714868022
435,kapsabet,0.2039,35.105,55.22,95,99,2.21,KE,1714868023
436,yurty,56.0498,97.6348,46.76,83,66,0.38,RU,1714868023
437,crane,31.3974,-102.3501,71.22,80,83,1.32,US,1714868024
438,rongelap,11.1635,166.8941,81.28,77,86,15.43,MH,1714868025
439,clorinda,-25.2848,-57.7185,70.21,97,49,4.7,AR,1714868026
440,ventspils,57.3894,21.5606,39.13,100,44,0.0,LV,1714868027
441,tezu,27.9167,96.1667,72.66,54,100,7.63,IN,1714868027
442,tazacorte,28.629,-17.9293,65.37,72,0,10.36,ES,1714868028
443,angaur state,6.906,134.13,83.34,69,85,17.74,PW,1714868030
444,howrah,22.5892,88.3103,86.0,84,75,6.91,IN,1714868030
445,bardai,11.65,7.2333,79.56,58,24,9.28,NG,1714868031
446,huarmey,-10.0681,-78.1522,69.22,84,27,8.55,PE,1714868032
447,grottammare,42.9888,13.8649,59.22,83,28,5.37,IT,1714868033
448,sal rei,16.1833,-22.9167,73.54,73,0,16.91,CV,1714868034
449,monrovia,6.3005,-10.7969,81.81,87,100,6.38,LR,1714868035
450,copiapo,-27.3667,-70.3333,63.79,43,3,1.03,CL,1714867912
451,tual,-5.6667,132.75,80.87,89,100,20.47,ID,1714868037
452,palikir - national government center,6.9248,158.1611,84.94,79,100,6.91,FM,1714868037
453,kargopol',61.5071,38.9456,32.36,97,100,7.74,RU,1714868038
454,xilin hot,43.9667,116.0333,54.99,34,99,15.1,CN,1714868039
455,swift current,50.2834,-107.8014,55.18,35,97,5.7,CA,1714868040
456,el granada,37.5027,-122.4694,57.09,79,75,18.41,US,1714868040
457,flying fish cove,-10.4217,105.6791,80.28,83,100,12.66,CX,1714868041
458,kourou,5.1552,-52.6478,80.65,94,100,7.96,GF,1714868042
459,meadow lakes,61.6247,-149.6011,55.42,42,100,11.5,US,1714868043
460,akureyri,65.6835,-18.0878,43.93,92,97,0.6,IS,1714868044
461,keflavik,64.0049,-22.5624,37.83,93,100,14.97,IS,1714868045
462,vitoria,-20.3194,-40.3378,75.06,88,40,3.44,BR,1714867775
463,brisas de zicatela,15.8369,-97.0419,84.22,66,4,9.84,MX,1714868047
464,nambour,-26.6333,152.95,69.85,97,92,1.88,AU,1714868047
465,chernyshevskiy,63.0128,112.4714,32.22,86,100,5.44,RU,1714868048
466,chilliwack,49.1747,-121.9443,69.98,38,100,8.01,CA,1714868049
467,baoro,5.6667,15.9667,73.22,62,47,2.24,CF,1714868050
468,cockburn town,21.4612,-71.1419,79.09,77,36,16.8,TC,1714867988
469,manhattan,40.7834,-73.9662,55.81,71,75,9.22,US,1714868051
470,hirara,24.8,125.2833,79.81,84,38,18.01,JP,1714867903
471,okhotsk,59.3833,143.3,37.49,76,75,4.79,RU,1714868053
472,es castell,39.8795,4.2854,59.68,100,0,9.22,ES,1714868053
473,sao jose da coroa grande,-8.8978,-35.1478,80.06,85,93,10.69,BR,1714868054
474,ko samui,9.5357,99.9357,85.73,75,98,7.27,TH,1714867950
475,porto seguro,-16.4497,-39.0647,79.7,76,9,8.84,BR,1714868056
476,demopolis,32.5176,-87.8364,82.35,57,0,3.44,US,1714868057
477,morton,46.7722,-101.2615,60.44,40,67,4.7,US,1714867980
478,floridia,37.0869,15.1519,59.38,54,16,4.25,IT,1714868058
479,holma,9.9008,13.0567,85.57,45,100,2.37,NG,1714868059
480,nahiyat ash shinafiyah,31.5874,44.6602,78.49,23,0,5.95,IQ,1714868060
481,chui,-33.6971,-53.4616,65.07,93,88,11.61,UY,1714868061
482,urengoy,65.9667,78.3667,23.09,87,100,16.6,RU,1714868061
483,raduzhny,62.0961,77.475,28.51,95,100,17.72,RU,1714868062
484,basco,20.4487,121.9702,83.98,79,94,16.82,PH,1714868063
485,san matias,-16.3667,-58.4,79.54,47,50,4.23,BO,1714868064
486,nadym,65.5333,72.5167,24.96,80,100,18.05,RU,1714868064
487,krutinka,56.0055,71.5113,32.38,81,48,19.3,RU,1714868065
488,cuyo,10.8525,121.0086,84.45,74,100,18.9,PH,1714868066
489,broken hill,-31.95,141.4333,57.07,76,42,15.88,AU,1714868067
490,constitucion,-35.3333,-72.4167,52.25,83,100,2.53,CL,1714868068
491,zaozersk,69.4005,32.4476,19.33,98,97,5.1,RU,1714868068
492,marquette,46.5333,-87.6335,51.24,84,100,8.01,US,1714868069
493,timbuktu,16.7735,-3.0074,91.06,11,2,13.11,ML,1714868070
494,berlin,52.5244,13.4105,62.17,84,40,10.0,DE,1714867802
495,motala,58.5371,15.0365,55.13,97,100,5.28,SE,1714868071
496,rosarito,32.3333,-117.0333,65.91,75,55,8.9,MX,1714868072
497,swakopmund,-22.6833,14.5333,57.97,86,0,3.0,NA,1714868073
498,arno,60.1167,18.6333,42.78,82,49,6.69,SE,1714868074
499,morondava,-20.2833,44.2833,74.77,63,0,9.51,MG,1714868074
500,freetown,8.484,-13.2299,81.41,86,100,4.03,SL,1714868075
501,robbah,33.2797,6.9098,77.76,25,0,9.62,DZ,1714868076
502,itaituba,-4.2761,-55.9836,76.86,98,100,1.16,BR,1714868077
503,sultanah,24.4926,39.5857,84.65,21,0,4.61,SA,1714868077
504,selfoss,63.9331,-20.9971,37.04,71,9,5.91,IS,1714868078
505,bikenibeu village,1.3673,173.1241,84.15,77,99,12.21,KI,1714868079
506,molchanovo,57.5817,83.7692,42.04,93,98,8.23,RU,1714868080
507,tarko-sale,64.9225,77.785,25.56,86,100,21.32,RU,1714868080
508,vung tau,10.346,107.0843,84.45,71,100,7.87,VN,1714868081
509,maysville,38.6412,-83.7444,73.49,88,100,0.0,US,1714868083
510,khandyga,62.6667,135.6,34.72,96,100,1.74,RU,1714868084
511,menongue,-14.6585,17.691,56.16,54,22,4.76,AO,1714868084
512,liaozhong,41.5061,122.7242,60.48,42,100,8.99,CN,1714868085
513,taksimo,56.3444,114.8794,47.98,51,10,2.01,RU,1714868086
514,pontes e lacerda,-15.2261,-59.3353,75.58,61,86,1.92,BR,1714868050
515,pitimbu,-7.4706,-34.8086,77.59,83,99,11.14,BR,1714868088
516,zhongshu,24.5167,103.7667,59.47,67,70,3.24,CN,1714868089
517,el triunfo,-1.9333,-79.9667,87.84,81,59,0.83,EC,1714868090
518,kunnattur,12.35,78.5167,83.55,56,43,3.0,IN,1714868090
519,souillac,-20.5167,57.5167,70.34,77,41,17.45,MU,1714868091
520,jamiltepec,16.2833,-97.8167,85.37,38,1,5.23,MX,1714868092
521,sarmiento,-45.5882,-69.07,43.16,48,45,19.39,AR,1714868093
522,conception bay south,47.4999,-52.9981,36.73,93,57,13.6,CA,1714868094
523,genhe,50.7833,121.5167,42.33,54,66,4.61,CN,1714868094
524,nishinoomote,30.7333,131.0,72.16,73,75,18.41,JP,1714868095
525,corredor,8.64,-82.946,80.74,96,98,1.57,CR,1714868096
526,zahedan,29.4963,60.8629,67.05,58,0,4.97,IR,1714868097
527,taulaga,-11.0553,-171.0883,83.17,77,100,5.12,AS,1714868097
528,mount isa,-20.7333,139.5,73.17,40,35,11.5,AU,1714868098
529,iwaki,37.05,140.8833,83.77,44,14,7.96,JP,1714868099
530,tomaszow mazowiecki,51.5313,20.0086,59.56,62,94,6.11,PL,1714867913
531,jodhpur,26.2867,73.03,79.38,20,0,10.78,IN,1714868100
532,warman,52.3168,-106.5679,49.89,57,82,2.93,CA,1714868101
533,pemangkat,1.1667,108.9667,79.5,88,100,5.03,ID,1714868102
534,viedma,-40.8135,-62.9967,54.86,27,2,9.42,AR,1714868046
535,piton saint-leu,-21.2196,55.3151,69.91,73,40,14.97,RE,1714868104
536,bani suwayf,29.0744,31.0979,70.83,44,83,8.39,EG,1714868104
537,red hill,33.9996,-79.2581,73.99,24,100,8.68,US,1714868105
538,smithers,54.7804,-127.1743,57.88,59,88,5.57,CA,1714868106
539,buenaventura,3.8801,-77.0312,76.46,95,100,0.81,CO,1714868107
540,northam,51.0333,-4.2167,48.61,82,87,8.59,GB,1714868107
541,belyy yar,53.6039,91.3903,51.69,93,0,6.71,RU,1714868108
542,port douglas,-16.4833,145.4667,77.54,76,100,6.6,AU,1714868109
543,toliara,-23.35,43.6667,71.51,66,0,10.74,MG,1714868110
544,gornyy,55.1153,83.9059,50.2,92,100,12.88,RU,1714868110
545,orapa,-21.2833,25.3667,60.69,65,0,8.1,BW,1714868111
546,marka,1.7159,44.7717,82.13,81,100,13.35,SO,1714868112
547,mounana,-1.4085,13.1586,72.81,94,74,2.39,GA,1714868113
548,berdigestyakh,62.0989,126.6992,33.8,99,66,3.67,RU,1714868114
549,petrolina,-9.3986,-40.5008,80.65,69,40,6.91,BR,1714867864
550,tanque verde,32.2517,-110.7373,90.32,10,0,10.36,US,1714868115
551,ambon,-3.6954,128.1814,80.74,89,40,4.61,ID,1714868116
552,nova vicosa,-17.8919,-39.3719,77.94,81,5,6.62,BR,1714868118
553,floro,61.5996,5.0328,51.87,100,20,6.91,NO,1714868119
